,Disease,Symptom 1,Symptom 2,Symptom 3,Symptom 4
2688,Hepatitis E, joint pain, vomiting, fatigue, high fever
2689,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
2690,Tuberculosis, chills, vomiting, fatigue, weight loss
2691,Common Cold, continuous sneezing, chills, fatigue, cough
2692,Pneumonia, chills, fatigue, cough, high fever
2693,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
2694,Heart attack, vomiting, breathlessness, sweating, chest pain
2695,Varicose veins, fatigue, cramps, bruising, obesity
2696,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
2697,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
2698,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2699,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
2700,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
2701,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
2702,Acne, skin rash, pus filled pimples, blackheads, scurring
2703,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
2704,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
2705,Impetigo, skin rash, high fever, blister, red sore around nose
2706,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
2707,Allergy, continuous sneezing, shivering, chills, watering from eyes
2708,GERD, stomach pain, acidity, ulcers on tongue, vomiting
2709,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
2710,Drug Reaction,itching, skin rash, stomach pain, burning micturition
2711,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
2712,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
2713,Diabetes , fatigue, weight loss, restlessness, lethargy
2714,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
2715,Bronchial Asthma, fatigue, cough, high fever, breathlessness
2716,Hypertension , headache, chest pain, dizziness, loss of balance
2717,Migraine, acidity, indigestion, headache, blurred and distorted vision
2718,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
2719,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
2720,Jaundice,itching, vomiting, fatigue, weight loss
2721,Malaria, chills, vomiting, high fever, sweating
2722,Chicken pox,itching, skin rash, fatigue, lethargy
2723,Dengue, skin rash, chills, joint pain, vomiting
2724,Typhoid, chills, vomiting, fatigue, high fever
2725,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
2726,Hepatitis B,itching, fatigue, lethargy, yellowish skin
2727,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
2728,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
2729,Hepatitis E, joint pain, vomiting, fatigue, high fever
2730,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
2731,Tuberculosis, chills, vomiting, fatigue, weight loss
2732,Common Cold, continuous sneezing, chills, fatigue, cough
2733,Pneumonia, chills, fatigue, cough, high fever
2734,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
2735,Heart attack, vomiting, breathlessness, sweating, chest pain
2736,Varicose veins, fatigue, cramps, bruising, obesity
2737,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
2738,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
2739,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2740,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
2741,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
2742,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
2743,Acne, skin rash, pus filled pimples, blackheads, scurring
2744,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
2745,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
2746,Impetigo, skin rash, high fever, blister, red sore around nose
2747,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
2748,Allergy, continuous sneezing, shivering, chills, watering from eyes
2749,GERD, stomach pain, acidity, ulcers on tongue, vomiting
2750,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
2751,Drug Reaction,itching, skin rash, stomach pain, burning micturition
2752,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
2753,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
2754,Diabetes , fatigue, weight loss, restlessness, lethargy
2755,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
2756,Bronchial Asthma, fatigue, cough, high fever, breathlessness
2757,Hypertension , headache, chest pain, dizziness, loss of balance
2758,Migraine, acidity, indigestion, headache, blurred and distorted vision
2759,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
2760,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
2761,Jaundice,itching, vomiting, fatigue, weight loss
2762,Malaria, chills, vomiting, high fever, sweating
2763,Chicken pox,itching, skin rash, fatigue, lethargy
2764,Dengue, skin rash, chills, joint pain, vomiting
2765,Typhoid, chills, vomiting, fatigue, high fever
2766,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
2767,Hepatitis B,itching, fatigue, lethargy, yellowish skin
2768,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
2769,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
2770,Hepatitis E, joint pain, vomiting, fatigue, high fever
2771,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
2772,Tuberculosis, chills, vomiting, fatigue, weight loss
2773,Common Cold, continuous sneezing, chills, fatigue, cough
2774,Pneumonia, chills, fatigue, cough, high fever
2775,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
2776,Heart attack, vomiting, breathlessness, sweating, chest pain
2777,Varicose veins, fatigue, cramps, bruising, obesity
2778,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
2779,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
2780,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2781,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
2782,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
2783,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
2784,Acne, skin rash, pus filled pimples, blackheads, scurring
2785,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
2786,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
2787,Impetigo, skin rash, high fever, blister, red sore around nose
2788,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
2789,Allergy, continuous sneezing, shivering, chills, watering from eyes
2790,GERD, stomach pain, acidity, ulcers on tongue, vomiting
2791,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
2792,Drug Reaction,itching, skin rash, stomach pain, burning micturition
2793,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
2794,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
2795,Diabetes , fatigue, weight loss, restlessness, lethargy
2796,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
2797,Bronchial Asthma, fatigue, cough, high fever, breathlessness
2798,Hypertension , headache, chest pain, dizziness, loss of balance
2799,Migraine, acidity, indigestion, headache, blurred and distorted vision
2800,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
2801,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
2802,Jaundice,itching, vomiting, fatigue, weight loss
2803,Malaria, chills, vomiting, high fever, sweating
2804,Chicken pox,itching, skin rash, fatigue, lethargy
2805,Dengue, skin rash, chills, joint pain, vomiting
2806,Typhoid, chills, vomiting, fatigue, high fever
2807,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
2808,Hepatitis B,itching, fatigue, lethargy, yellowish skin
2809,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
2810,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
2811,Hepatitis E, joint pain, vomiting, fatigue, high fever
2812,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
2813,Tuberculosis, chills, vomiting, fatigue, weight loss
2814,Common Cold, continuous sneezing, chills, fatigue, cough
2815,Pneumonia, chills, fatigue, cough, high fever
2816,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
2817,Heart attack, vomiting, breathlessness, sweating, chest pain
2818,Varicose veins, fatigue, cramps, bruising, obesity
2819,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
2820,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
2821,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2822,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
2823,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
2824,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
2825,Acne, skin rash, pus filled pimples, blackheads, scurring
2826,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
2827,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
2828,Impetigo, skin rash, high fever, blister, red sore around nose
2829,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
2830,Allergy, continuous sneezing, shivering, chills, watering from eyes
2831,GERD, stomach pain, acidity, ulcers on tongue, vomiting
2832,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
2833,Drug Reaction,itching, skin rash, stomach pain, burning micturition
2834,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
2835,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
2836,Diabetes , fatigue, weight loss, restlessness, lethargy
2837,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
2838,Bronchial Asthma, fatigue, cough, high fever, breathlessness
2839,Hypertension , headache, chest pain, dizziness, loss of balance
2840,Migraine, acidity, indigestion, headache, blurred and distorted vision
2841,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
2842,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
2843,Jaundice,itching, vomiting, fatigue, weight loss
2844,Malaria, chills, vomiting, high fever, sweating
2845,Chicken pox,itching, skin rash, fatigue, lethargy
2846,Dengue, skin rash, chills, joint pain, vomiting
2847,Typhoid, chills, vomiting, fatigue, high fever
2848,hepatitis A, joint pain, vomiting, yellowish skin, dark urine
2849,Hepatitis B,itching, fatigue, lethargy, yellowish skin
2850,Hepatitis C, fatigue, yellowish skin, nausea, loss of appetite
2851,Hepatitis D, joint pain, vomiting, fatigue, yellowish skin
2852,Hepatitis E, joint pain, vomiting, fatigue, high fever
2853,Alcoholic hepatitis, vomiting, yellowish skin, abdominal pain, swelling of stomach
2854,Tuberculosis, chills, vomiting, fatigue, weight loss
2855,Common Cold, continuous sneezing, chills, fatigue, cough
2856,Pneumonia, chills, fatigue, cough, high fever
2857,Dimorphic hemmorhoids(piles), constipation, pain during bowel movements, pain in anal region, bloody stool
2858,Heart attack, vomiting, breathlessness, sweating, chest pain
2859,Varicose veins, fatigue, cramps, bruising, obesity
2860,Hypothyroidism, fatigue, weight gain, cold hands and feets, mood swings
2861,Hyperthyroidism, fatigue, mood swings, weight loss, restlessness
2862,Hypoglycemia, vomiting, fatigue, anxiety, sweating
2863,Osteoarthristis, joint pain, neck pain, knee pain, hip joint pain
2864,Arthritis, muscle weakness, stiff neck, swelling joints, movement stiffness
2865,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning movements
2866,Acne, skin rash, pus filled pimples, blackheads, scurring
2867,Urinary tract infection, burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine
2868,Psoriasis, skin rash, joint pain, skin peeling, silver like dusting
2869,Impetigo, skin rash, high fever, blister, red sore around nose
2870,Fungal infection,itching, skin rash, nodal skin eruptions, dischromic  patches
2871,Allergy, continuous sneezing, shivering, chills, watering from eyes
2872,GERD, stomach pain, acidity, ulcers on tongue, vomiting
2873,Chronic cholestasis,itching, vomiting, yellowish skin, nausea
2874,Drug Reaction,itching, skin rash, stomach pain, burning micturition
2875,Peptic ulcer diseae, vomiting, indigestion, loss of appetite, abdominal pain
2876,AIDS, muscle wasting, patches in throat, high fever, extra marital contacts
2877,Diabetes , fatigue, weight loss, restlessness, lethargy
2878,Gastroenteritis, vomiting, sunken eyes, dehydration, diarrhoea
2879,Bronchial Asthma, fatigue, cough, high fever, breathlessness
2880,Hypertension , headache, chest pain, dizziness, loss of balance
2881,Migraine, acidity, indigestion, headache, blurred and distorted vision
2882,Cervical spondylosis, back pain, weakness in limbs, neck pain, dizziness
2883,Paralysis (brain hemorrhage), vomiting, headache, weakness of one body side, altered sensorium
2884,Jaundice,itching, vomiting, fatigue, weight loss
